response_id,grna_target,n_nonzero_trt,n_nonzero_cntrl,pass_qc,p_value,log_2_fold_change,stage,z_orig,xi,omega,alpha,significant
X16,Junb,963,121400,TRUE,0.011082240264716893,0.05471914615348705,2,2.2169541630068705,-1.0580706544382623,1.1812114287751576,0.8954637626677746,FALSE
X74,Ccm2,827,109712,TRUE,0.011095295079334627,-0.24101072372549126,2,-2.304302168213304,-0.9291176471242888,0.8748220822531313,0.8702952315253684,FALSE
X41,Cxcr4,602,54889,TRUE,0.01115143465358059,-0.006412622362189424,2,1.3730915517678424,-0.8348057023879492,0.7966235530703104,1.098587365538791,FALSE
X39,Rad21,704,107103,TRUE,0.011169498851574276,0.023436841907540362,2,2.202003002660968,-0.16011680691534635,0.8526971049095778,0.9095848690993371,FALSE
X50,Mest,512,64571,TRUE,0.011202692809250205,0.13600717812882301,2,2.4844988669680985,-0.2461334267486736,0.9857476615881714,1.1227100481734922,FALSE
X46,Gnai2,416,122721,TRUE,0.011241020204192417,-0.1259443263773754,2,-2.373308560864005,-0.39286882367430603,1.2728143096185174,0.8822481395676486,FALSE
X65,Gria4,427,33276,TRUE,0.01127064889743282,0.11660008495646768,2,2.9652487552366584,0.23750992238228352,0.9853825485065797,1.1792558447927488,FALSE
X79,Adgrl1,173,38745,TRUE,0.011348589708435608,-0.09780889733405473,2,-1.8574030469177498,-0.9198110715301706,0.9444831113004736,1.5998102044358122,FALSE
X23,Klf7,1448,139390,TRUE,0.011416254639784962,0.03687941930503236,2,0.9040442542963162,-1.0953860827883435,0.7268494579528589,0.5811548185056441,FALSE
X57,Egln2,288,37807,TRUE,0.011447023956529523,-0.44451434636853904,2,-1.1801434500333652,0.20503155300634213,0.992463063953895,1.0423570184643673,FALSE
X52,Nr3c1,799,106926,TRUE,0.01145781261198631,0.08565306444950416,2,4.616597705003769,0.8113093803446105,1.3772769792286323,1.7549637610026694,FALSE
X44,Gnai2,586,101706,TRUE,0.011459525689976297,0.20878947969429706,2,2.7760208113942797,0.4079572703098978,0.8571985968931574,1.0475895109476157,FALSE
X17,Cdkn1c,578,112105,TRUE,0.011473337985278453,0.06341242308929385,2,1.6474571437900154,-1.1830998011253968,1.0246547562626807,1.3226812497405354,FALSE
X27,Nfia,1046,72736,TRUE,0.011536186502319506,0.05163513256014074,2,3.153669742797813,0.26785700093367204,1.0455324158546309,0.9847585077649501,FALSE
X15,Mpzl1,698,121208,TRUE,0.011557926166472948,0.011441050117667828,2,1.663888428916403,-0.1893920539851241,0.672808863805704,0.7071186485118958,FALSE
X27,Tgfbr2,374,73408,TRUE,0.011627826478731625,0.2743690329069146,2,3.0429626678414605,-0.03136862240676186,1.114675958788533,1.2285109208785843,FALSE
